Id,BBPB,BBW,CBSP,CLSP,CUSP,IIN,TC,V,PCP,CP
768,0.8635,0.0434,18,52,30,5,298,98,-0.11,13570800
769,0.6772,0.0413,86,0,14,5,468,58,-0.71,13474500
770,0.7583,0.0384,76,4,20,5,182,45,0.41,13530000
771,0.7012,0.0349,100,0,0,5,57,32,-0.15,13509500
772,0.6397,0.0315,50,48,1,5,142,29,-0.15,13489400
773,0.4276,0.0291,84,12,4,5,251,83,-0.59,13409900
774,0.4048,0.0273,1,85,14,5,145,52,0,13409500
775,0.498,0.0246,58,26,16,5,149,84,0.32,13452700
776,0.5744,0.0219,45,22,33,5,84,49,0.24,13485200
777,0.4302,0.0201,70,0,30,5,86,23,-0.26,13450200
778,0.6689,0.0175,100,0,0,5,66,32,0.51,13518800
779,0.6988,0.015,30,58,13,5,64,23,0.07,13528600
780,0.674,0.013,36,28,36,5,61,32,-0.02,13526500
781,0.7915,0.0134,8,62,30,5,108,28,0.18,13550800
782,0.3539,0.0135,79,21,0,5,76,25,-0.6,13469400
783,0.1468,0.0143,77,23,0,5,108,63,-0.33,13424900
784,0.0802,0.0154,51,1,48,5,81,37,-0.17,13401800
785,0.3008,0.0157,87,2,11,5,76,26,0.32,13445300
786,0.3283,0.0158,8,0,92,5,36,28,0.02,13447500
787,0.2761,0.0145,30,0,69,5,47,23,-0.11,13432600
788,-0.0648,0.0152,86,14,0,5,160,80,-0.62,13349500
789,0.2135,0.0158,68,32,0,5,79,39,0.38,13400800
790,-0.0371,0.0173,67,33,0,5,147,83,-0.56,13326200
791,0.016,0.0189,18,43,39,5,59,37,-0.05,13319300
792,0.1282,0.0198,34,51,16,5,71,23,0.12,13335500
793,0.1583,0.0208,7,4,89,5,55,71,0,13335300
794,0.432,0.0207,86,14,0,5,67,52,0.57,13411700
795,0.3342,0.0209,69,4,28,5,120,93,-0.23,13380400
796,0.5863,0.0206,100,0,0,5,79,30,0.51,13449100
797,0.7228,0.021,79,21,0,5,125,86,0.3,13490000
798,0.6889,0.0203,51,10,39,5,146,93,-0.1,13476700
799,0.6844,0.0194,25,0,75,5,64,90,-0.05,13470100
800,0.7218,0.0184,6,67,27,5,80,132,0.03,13474300
801,0.5011,0.0161,45,27,28,5,141,82,-0.46,13412900
802,0.5582,0.0156,37,0,63,5,56,17,0.07,13422500
803,0.7126,0.0159,45,20,35,5,52,27,0.26,13457200
804,0.7075,0.0162,13,1,87,5,52,22,0.02,13459800
805,0.6985,0.0163,5,4,91,5,66,51,-0.01,13458900
806,0.6857,0.0164,7,41,52,5,69,24,-0.02,13456800
807,0.5791,0.0164,30,21,49,5,116,15,-0.17,13433400
808,0.6753,0.0159,92,8,0,5,55,13,0.19,13459000
809,0.7146,0.0162,10,90,0,5,76,27,0.09,13471700
810,0.5675,0.0147,76,24,0,5,44,28,-0.2,13444300
811,0.6786,0.0128,60,0,40,5,72,32,0.18,13469100
812,0.6902,0.0108,75,1,25,5,28,6,0.03,13473000
813,0.6986,0.0079,2,1,97,5,54,27,0,13473400
814,0.8876,0.008,100,0,0,5,65,61,0.18,13498000
815,0.7495,0.0062,72,20,7,5,51,16,-0.12,13482400
816,0.8859,0.0065,90,5,5,5,50,45,0.12,13498100
817,0.6947,0.0064,52,48,0,5,66,14,-0.13,13480400
818,0.5221,0.0063,27,49,24,5,77,42,-0.11,13464900
819,0.8425,0.0067,51,49,0,5,93,30,0.22,13495000
820,1.1476,0.0082,88,11,1,5,100,42,0.33,13539400
821,1.1242,0.009,90,10,0,5,105,33,0.08,13549800
822,1.0299,0.0094,35,2,63,5,101,71,-0.01,13548000
823,0.9347,0.0101,61,13,25,5,81,53,-0.03,13544400
824,0.887,0.0107,2,26,72,5,111,122,0,13545000
825,0.501,0.0105,65,24,11,5,133,96,-0.4,13491000
826,0.5052,0.0102,16,67,17,5,70,13,0.02,13493400
827,-0.0435,0.0108,76,6,18,5,127,77,-0.6,13412200
828,0.3069,0.0108,58,0,42,5,201,28,0.38,13463800
829,0.5011,0.0107,47,0,53,5,79,18,0.22,13493100
830,0.4668,0.0102,1,1,98,5,76,13,-0.02,13490700
831,0.5895,0.01,28,4,68,5,93,25,0.14,13509400
832,0.4592,0.0099,50,0,50,5,80,26,-0.12,13492800
833,0.4894,0.0098,41,59,0,5,32,9,0.04,13498100
834,0.4139,0.0098,28,30,42,5,57,15,-0.08,13487600
835,0.7132,0.0099,46,54,0,5,107,14,0.31,13529900
836,0.6239,0.01,26,33,41,5,93,26,-0.08,13519100
837,0.4753,0.0099,93,4,3,5,119,23,-0.14,13500100
838,0.4962,0.0095,15,58,27,5,84,21,0.04,13504900
839,0.5198,0.0095,20,78,2,5,75,26,0.03,13508600
840,0.4603,0.0092,26,43,31,5,77,62,-0.07,13499100
841,0.3276,0.0088,16,0,84,5,132,153,-0.14,13480100
842,0.3254,0.0083,7,40,52,5,61,31,-0.02,13477500
843,0.6041,0.0077,94,6,0,5,35,21,0.21,13505900
844,0.6589,0.007,7,62,31,5,26,3,0.02,13508200
845,0.813,0.0073,32,23,45,5,45,29,0.13,13525700
846,0.5398,0.0073,89,11,0,5,43,11,-0.2,13499200
847,0.4927,0.0046,0,0,100,5,20,11,0,13499200
848,-0.4118,0.0071,74,20,6,5,196,68,-0.66,13410000
849,-0.1798,0.009,5,95,0,5,203,48,0,13409900
850,-0.1075,0.0109,55,40,6,5,86,41,-0.08,13399000
851,-0.0933,0.0129,68,18,13,5,67,30,-0.15,13378700
852,0.0509,0.0141,50,46,5,5,121,88,0.09,13391200
853,0.2517,0.0144,79,9,11,5,72,50,0.25,13424700
854,0.1593,0.0151,43,0,57,5,51,15,-0.19,13399000
855,0.4914,0.0146,98,2,0,5,140,39,0.48,13463500
856,0.4738,0.0141,7,30,63,5,99,25,-0.05,13457100
857,0.5591,0.0139,44,50,6,5,79,16,0.11,13471700
858,0.3935,0.0136,7,46,47,5,40,21,-0.25,13437800
859,0.4096,0.0132,14,44,42,5,89,58,0,13437700
860,0.4507,0.0129,72,1,28,5,48,6,0.03,13442400
861,0.6991,0.0129,77,2,21,5,169,45,0.32,13485800
862,0.7584,0.0132,44,51,5,5,114,57,0.09,13498000
863,0.8688,0.0134,63,37,0,5,136,39,0.16,13519600
864,0.9111,0.0139,39,61,0,5,88,19,0.09,13531100
865,0.8381,0.0137,100,0,0,5,43,96,-0.11,13516000
866,0.8672,0.0142,26,70,4,5,64,127,0.07,13525000
867,0.7908,0.0144,39,61,0,5,42,19,-0.1,13511800
868,0.5887,0.0141,56,44,1,5,59,17,-0.27,13475600
869,0.6643,0.0138,52,0,48,5,71,19,0.13,13493600
870,0.6881,0.0133,10,88,2,5,65,24,0.06,13501900
871,0.7999,0.0123,38,26,36,5,133,46,0.17,13525300
872,0.8917,0.0117,86,3,12,5,98,42,0.14,13544900
873,0.7988,0.0114,84,16,0,5,46,35,-0.08,13534700
874,0.7909,0.01,1,0,99,5,67,112,0,13534800
875,0.7819,0.0101,34,66,0,5,58,46,0.02,13537700
876,0.4247,0.0097,67,30,3,5,126,78,-0.35,13490900
877,0.4129,0.0096,42,57,1,5,84,21,0,13490500
878,0.5567,0.0085,40,60,0,5,75,32,0.16,13512000
879,0.2279,0.0074,29,47,25,5,196,169,-0.23,13480300
880,-0.0585,0.0069,20,4,76,5,70,11,-0.18,13455900
881,0.4002,0.0068,81,0,19,5,89,18,0.33,13499800
882,0.3826,0.0068,25,66,9,5,45,12,-0.01,13498200
883,0.5838,0.0068,52,48,0,5,77,28,0.14,13516500
884,1.2297,0.0089,100,0,0,5,335,226,0.62,13600000
885,0.8552,0.0094,29,63,7,5,358,153,-0.3,13559600
886,0.7674,0.0097,50,47,2,5,90,29,-0.07,13550700
887,0.6713,0.0098,17,83,0,5,91,116,-0.08,13539800
888,0.6723,0.0095,12,87,1,5,86,33,0.02,13542600
889,0.7538,0.0096,47,53,0,5,113,23,0.1,13556500
890,0.6966,0.0096,25,1,75,5,101,67,-0.04,13551700
891,0.7437,0.0099,1,61,38,5,64,19,0.06,13560400
892,0.6296,0.0099,43,38,19,5,74,35,-0.11,13545200
893,0.3111,0.01,83,1,16,5,144,38,-0.33,13500600
894,0.6012,0.01,69,1,31,5,69,21,0.29,13540200
895,0.4813,0.01,54,0,46,5,54,20,-0.13,13523200
896,0.618,0.0098,61,7,32,5,83,48,0.15,13544000
897,0.8369,0.0099,51,22,27,5,190,50,0.25,13578000
898,0.7507,0.0101,27,30,43,5,80,22,-0.06,13569900
899,0.8468,0.0099,55,26,18,5,65,19,0.13,13587400
900,0.4957,0.008,31,43,25,5,289,375,-0.31,13545000
901,0.5392,0.0074,29,27,44,5,106,97,0.05,13552000
902,0.255,0.0068,34,37,28,5,66,20,-0.18,13527100
903,0.3203,0.0065,34,63,2,5,56,10,0.06,13534700
904,-0.0875,0.0066,98,1,1,5,73,41,-0.31,13492900
905,0.0977,0.007,1,81,17,5,29,41,0.08,13504300
906,0.1005,0.0075,12,57,31,5,62,18,-0.04,13499300
907,-0.0491,0.0087,99,1,0,5,53,31,-0.2,13472000
908,-0.0118,0.0098,25,46,29,5,92,52,-0.05,13464600
909,0.0252,0.0107,14,45,41,5,64,24,-0.04,13458600
910,0.1887,0.0111,55,42,3,5,72,23,0.14,13477200
911,-0.0074,0.0122,45,12,43,5,123,37,-0.32,13433800
912,-0.2249,0.0162,58,36,6,5,361,105,-0.63,13349500
913,-0.0173,0.0184,33,0,67,5,102,61,0.18,13373100
914,0.1436,0.0192,19,77,4,5,62,56,0.22,13401900
915,0.1835,0.02,5,95,0,5,57,31,0.01,13403000
916,0.204,0.0204,66,18,16,5,19,7,-0.02,13399700
917,0.0395,0.0214,94,6,0,5,118,29,-0.47,13336700
918,0.085,0.0219,6,18,76,5,83,42,-0.01,13335200
919,0.1813,0.0209,73,27,0,5,54,88,0.16,13356100
920,0.1645,0.0208,16,4,80,5,89,39,-0.11,13341700
921,0.1935,0.0201,2,0,98,5,103,20,0.01,13342500
922,0.1603,0.0199,31,7,62,5,112,113,-0.13,13324600
923,0.1849,0.0189,0,1,99,5,83,16,0,13324700
924,-0.141,0.0222,73,13,14,5,486,93,-0.94,13199500
925,0.0563,0.0227,49,30,21,5,225,77,0.32,13241800
926,0.0262,0.0235,18,51,31,5,342,167,-0.21,13213800
927,0.0127,0.0249,32,33,35,5,217,126,-0.21,13186200
928,0.0778,0.0256,8,11,81,5,265,150,0.03,13190300
929,0.1895,0.0252,18,36,46,5,125,45,0.21,13218200
930,0.2144,0.0237,0,78,22,5,172,34,0.01,13219500
931,0.3062,0.0225,90,0,10,5,111,34,0.17,13242100
932,0.5206,0.0222,83,1,16,5,217,61,0.47,13303800
933,0.5888,0.0217,4,21,75,5,222,64,0.13,13320700
934,0.555,0.0204,39,3,58,5,90,24,-0.12,13305200
935,0.5196,0.0189,54,16,30,5,132,56,-0.12,13289500
936,0.5574,0.0172,10,10,80,5,108,34,0.02,13292300
937,0.179,0.0175,68,19,13,5,225,214,-0.71,13197800
938,0.2264,0.0175,7,53,40,5,172,44,0.03,13202100
939,0.1095,0.0175,46,28,27,5,111,37,-0.28,13165400
940,0.2726,0.0169,97,1,2,5,76,34,0.25,13198100
941,0.3344,0.0158,94,2,4,5,86,32,0.07,13207600
942,0.359,0.0148,2,60,38,5,137,67,0.01,13208700
943,0.1658,0.0142,98,0,1,5,52,12,-0.33,13165700
944,0.0523,0.0154,43,31,26,5,127,60,-0.24,13133900
945,0.1798,0.0161,36,44,20,5,93,35,0.14,13152600
946,-0.0458,0.0186,78,8,14,5,185,166,-0.55,13080000
947,-0.0404,0.0213,39,26,35,5,194,74,-0.19,13055500
948,-0.0037,0.024,2,37,61,5,145,100,-0.11,13040500
949,0.0878,0.0259,27,1,72,5,94,131,0.08,13050800
950,0.086,0.0279,54,12,35,5,109,85,-0.16,13029700
951,0.1226,0.0295,22,0,78,5,86,54,-0.04,13024800
952,0.2156,0.029,47,51,2,5,40,14,0.19,13050000
953,0.5583,0.0268,86,0,14,5,224,113,0.93,13171600
954,0.6507,0.0248,56,27,17,5,153,38,0.17,13194600
955,0.6781,0.0229,25,75,0,5,47,14,0,13194500
956,0.6411,0.0205,68,32,0,5,77,72,-0.16,13172900
957,0.2431,0.0207,98,0,2,5,125,49,-0.87,13058200
958,0.4759,0.02,49,51,0,5,54,32,0.45,13117300
959,0.725,0.0202,100,0,0,5,92,38,0.51,13184300
960,0.6094,0.0197,64,31,5,5,78,26,-0.26,13150400
961,0.6195,0.0189,68,30,3,5,25,11,-0.01,13148800
962,0.6424,0.0179,34,32,34,5,67,25,0.01,13149800
963,0.3038,0.0179,83,16,0,5,151,48,-0.64,13065200
964,0.3714,0.018,1,93,6,5,41,22,0.1,13078200
965,0.3118,0.018,74,26,0,5,60,22,-0.14,13059500
966,0.243,0.0184,45,22,33,5,87,26,-0.15,13039800
967,0.1347,0.0192,71,0,29,5,132,48,-0.25,13007300
968,0.3056,0.0191,85,0,14,5,106,103,0.34,13051300
969,0.179,0.0197,81,1,18,5,102,33,-0.27,13015500
970,0.3325,0.0193,45,52,3,5,97,54,0.32,13057200
971,0.3633,0.0187,39,58,4,5,75,93,0.08,13068200
972,0.4214,0.0184,40,55,6,5,91,22,0.12,13084500
973,0.4431,0.0178,8,92,0,5,33,12,0.01,13085900
974,0.3711,0.0166,46,54,0,5,50,16,-0.16,13064600
975,0.3667,0.0152,13,87,0,5,95,18,-0.04,13059500
976,0.459,0.0139,40,54,7,5,63,35,0.11,13073500
977,0.4377,0.0138,12,52,36,5,89,56,-0.02,13070300
978,0.5135,0.0136,52,44,4,5,61,90,0.09,13082200
979,0.481,0.0114,42,8,50,5,57,44,-0.08,13071300
980,0.5069,0.0101,31,1,68,5,49,27,0,13071100
981,0.5441,0.0085,66,1,33,5,58,80,0,13071200
982,0.7843,0.0064,99,0,1,5,45,11,0.12,13086800
983,0.5985,0.0064,84,0,16,5,24,10,-0.12,13071700
984,0.5976,0.0063,1,1,98,5,64,22,0,13071200
985,0.5914,0.0063,1,1,98,5,46,77,0,13071300
986,0.7357,0.0063,0,49,50,5,66,99,0.11,13085300
987,1.3258,0.0072,97,3,0,5,107,69,0.5,13151300
988,1.2158,0.0094,54,9,37,5,87,18,0.12,13166700
989,1.2593,0.0115,99,1,0,5,98,30,0.27,13202500
990,0.9849,0.0126,72,18,11,5,37,78,-0.22,13174100
991,1.0143,0.0141,33,66,1,5,82,17,0.16,13195700
992,0.9354,0.0154,0,81,19,5,85,19,-0.02,13193600
993,0.8052,0.0159,96,0,3,5,81,95,-0.15,13174100
994,0.8915,0.0167,79,5,15,5,99,60,0.22,13203100
995,0.8983,0.0174,39,36,25,5,105,61,0.1,13216100
996,0.8719,0.0181,17,79,5,5,35,7,0.04,13220900
997,0.782,0.0182,31,43,26,5,56,23,-0.11,13206700
998,0.6874,0.018,52,48,0,5,33,13,-0.13,13189000
999,0.5987,0.0173,99,1,0,5,55,18,-0.13,13172200
1000,0.5542,0.0164,49,0,51,5,84,24,-0.05,13166200
1001,0.6021,0.0154,8,71,20,5,73,17,0.11,13180700
1002,0.6128,0.0146,31,51,18,5,79,86,0.05,13186700
1003,0.3989,0.0132,83,17,0,5,55,48,-0.27,13151400
1004,0.3887,0.0113,18,0,81,5,27,29,0.04,13156600
1005,0.401,0.0089,33,64,3,5,88,12,0.07,13166400
1006,0.3249,0.0062,14,65,22,5,18,3,0.01,13167900
1007,0.1378,0.0061,50,2,49,5,53,21,-0.11,13153000
1008,0.0514,0.0066,39,4,57,5,45,17,-0.08,13141900
1009,0.1041,0.0069,98,1,1,5,38,17,0,13141900
1010,0.1416,0.0073,1,0,99,5,56,21,0,13141800
1011,0.1787,0.0075,0,98,2,5,77,25,0,13141800
1012,0.2105,0.0077,82,17,1,5,18,13,0,13141800
1013,0.1791,0.008,44,55,1,5,52,209,-0.05,13135200
1014,0.3046,0.0078,30,11,59,5,103,73,0.08,13146200
1015,0.8669,0.0074,94,0,6,5,53,30,0.42,13201200
1016,1.0393,0.0073,58,42,0,5,57,22,0.12,13216800
1017,0.9868,0.0074,17,39,44,5,76,46,-0.03,13213300
1018,0.823,0.0076,55,0,45,5,63,43,-0.11,13198400
1019,0.7059,0.0077,46,54,0,5,97,53,-0.08,13187800
1020,0.7117,0.0079,28,0,72,5,28,42,0.02,13190000
1021,0.824,0.0082,87,13,1,5,37,25,0.11,13204200
1022,0.7995,0.0084,38,55,7,5,65,32,-0.01,13203300
1023,0.6549,0.0084,59,39,3,5,45,17,-0.11,13189100
1024,0.5256,0.0083,35,0,65,5,97,51,-0.1,13175700
1025,1.1652,0.0105,94,6,0,5,147,125,0.72,13270300
1026,1.015,0.0119,31,30,38,5,104,26,-0.05,13263700
1027,1.0706,0.0138,62,0,38,5,120,20,0.22,13293400
1028,1.0676,0.0156,74,21,4,5,77,26,0.17,13315600
1029,0.8558,0.016,51,0,49,5,137,33,-0.26,13280600
1030,0.9474,0.0168,73,6,21,5,64,25,0.25,13313600
1031,0.8804,0.0171,38,0,62,5,79,33,-0.04,13308600
1032,0.8082,0.0169,21,47,32,5,101,18,-0.07,13299100
1033,0.7814,0.0161,3,56,41,5,98,55,-0.01,13298300
1034,0.8117,0.0154,3,61,36,5,36,16,0.09,13310100
1035,0.7327,0.0154,31,56,12,5,83,44,-0.08,13299000
1036,0.5359,0.0152,81,19,0,5,54,5,-0.29,13261000
1037,0.6056,0.015,43,22,35,5,55,15,0.13,13278000
1038,0.9509,0.0159,89,11,0,5,97,25,0.62,13360000
1039,1.0112,0.0169,47,37,16,5,231,68,0.22,13389900
1040,0.9911,0.0177,2,41,56,5,153,38,0.09,13401500
1041,0.8428,0.0177,49,30,22,5,71,15,-0.2,13375000
1042,0.75,0.017,52,0,48,5,43,56,-0.12,13358600
1043,0.8003,0.0157,38,40,22,5,74,20,0.12,13374100
1044,0.7228,0.0129,6,1,93,5,63,125,-0.12,13358700
1045,0.8508,0.0131,50,18,32,5,80,39,0.22,13387600
1046,0.9193,0.0134,100,0,0,5,75,126,0.16,13408500
1047,0.6702,0.0133,64,2,34,5,38,16,-0.31,13367400
1048,0.5054,0.0132,56,43,1,5,66,50,-0.21,13339400
1049,0.4361,0.0126,17,51,32,5,91,49,-0.07,13330200
1050,0.5282,0.0125,100,0,0,5,83,35,0.13,13347300
1051,0.4251,0.0123,2,82,16,5,50,18,-0.12,13331500
1052,0.3561,0.012,33,67,0,5,44,35,-0.07,13321900
1053,0.186,0.0121,89,10,0,5,48,17,-0.21,13294200
1054,0.1961,0.0123,1,16,82,5,45,17,0,13294000
1055,0.0832,0.0129,34,50,16,5,107,59,-0.17,13270800
1056,0.0711,0.0126,0,100,0,5,72,17,0,13270700
1057,0.0391,0.013,40,59,1,5,98,95,-0.07,13262000
1058,0.0788,0.0141,12,60,28,5,63,31,-0.03,13258000
1059,0.1472,0.0144,29,5,67,5,79,12,0.04,13263100
1060,0.0657,0.0148,86,3,11,5,47,21,-0.2,13237100
1061,0.2236,0.0148,93,0,7,5,55,18,0.19,13262400
1062,0.2825,0.0148,70,29,0,5,64,25,0.05,13269500
1063,0.2249,0.0147,100,0,0,5,18,5,-0.13,13252600
1064,0.2371,0.0147,14,9,77,5,44,32,-0.02,13249600
1065,0.2586,0.0137,29,41,30,5,36,59,0,13249900
1066,0.2738,0.0115,54,0,46,5,73,31,0.01,13251600
1067,0.3059,0.0102,18,6,75,5,92,21,0.02,13254200
1068,0.3958,0.0094,4,96,0,5,62,17,0.07,13263700
1069,0.4158,0.0087,32,68,0,5,88,33,0,13263700
1070,0.6517,0.0071,76,0,24,5,69,50,0.16,13284500
1071,1.2866,0.0082,100,0,0,5,120,33,0.55,13357100
1072,1.2708,0.0105,81,19,0,5,103,34,0.19,13381900
1073,1.0414,0.012,77,22,1,5,44,26,-0.13,13364200
1074,1.1297,0.0146,77,14,8,5,119,22,0.31,13405900
1075,1.0259,0.0167,88,0,12,5,63,12,0.01,13406800
1076,0.9236,0.018,19,79,2,5,128,31,-0.06,13398200
1077,0.8634,0.0189,4,46,50,5,75,83,-0.02,13394900
1078,0.8133,0.0195,81,10,10,5,62,22,-0.03,13391300
1079,0.5517,0.0192,75,25,0,5,151,67,-0.48,13326500
1080,0.5878,0.0185,49,0,51,5,72,39,0.1,13340100
1081,0.5649,0.0182,16,83,1,5,68,39,-0.02,13337900
1082,0.6665,0.018,54,21,24,5,90,28,0.22,13367000
1083,0.7326,0.0176,83,17,0,5,87,29,0.16,13388600
1084,0.6988,0.0169,5,91,4,5,63,18,-0.02,13385600
1085,0.5192,0.0157,60,40,0,5,44,22,-0.27,13349700
1086,0.3772,0.0144,41,43,16,5,101,57,-0.18,13325700
1087,0.4103,0.0129,67,23,9,5,75,20,0.09,13338100
1088,0.2188,0.0117,76,24,0,5,38,17,-0.2,13311900
1089,0.1734,0.0104,3,13,84,5,56,15,0.01,13313300
1090,0.4744,0.009,67,0,33,5,130,27,0.34,13359100
1091,0.4767,0.009,15,0,85,5,99,55,0,13359500
1092,0.5313,0.0089,5,73,22,5,320,111,0.04,13365200
1093,0.7629,0.0092,24,59,18,5,300,113,0.23,13395300
1094,0.8967,0.0093,2,42,56,5,400,160,0.13,13412900
1095,1.2315,0.0119,73,17,11,5,339,66,0.53,13484000
1096,1.1103,0.0142,11,50,39,5,219,38,0.03,13487400
1097,0.7123,0.0144,91,9,0,5,106,97,-0.55,13413400
1098,0.7886,0.0148,16,38,46,5,110,69,0.14,13431900
1099,0.8762,0.0154,18,76,6,5,67,12,0.2,13458800
1100,0.8843,0.0162,67,33,0,5,52,17,0.09,13471000
1101,0.704,0.0161,61,1,38,5,81,26,-0.25,13436700
1102,0.6494,0.0161,30,31,39,5,95,21,-0.06,13428100
1103,0.3803,0.0162,77,17,5,5,151,66,-0.44,13368800
1104,0.6294,0.0163,80,20,0,5,151,56,0.42,13425100
1105,0.551,0.016,35,65,0,5,71,20,-0.11,13410800
1106,0.7288,0.0155,72,23,5,5,127,21,0.32,13453900
1107,0.7276,0.0151,5,20,75,5,321,84,0.03,13458500
1108,0.8194,0.0141,58,10,32,5,92,14,0.17,13481200
1109,0.9129,0.013,40,29,31,5,172,45,0.16,13502300
1110,0.7297,0.0123,44,56,0,5,84,26,-0.21,13474000
1111,0.639,0.0113,34,39,27,5,83,28,-0.09,13462100
1112,0.8938,0.0107,56,0,44,5,254,60,0.32,13504800
1113,0.7874,0.0105,13,83,4,5,101,51,-0.08,13493400
1114,0.9025,0.0109,19,51,30,5,204,61,0.17,13517000
1115,0.8883,0.0115,66,0,34,5,165,165,0.02,13519900
1116,1.0892,0.0134,58,14,28,5,345,121,0.38,13570800
1117,1.0037,0.0146,86,0,14,5,211,49,0,13571400
1118,0.6782,0.0146,56,23,22,5,245,59,-0.45,13511000
1119,0.7146,0.0148,25,45,30,5,230,126,0.08,13522000
1120,0.9381,0.0162,66,13,21,5,232,93,0.43,13580100
1121,0.5128,0.0158,98,2,0,5,150,38,-0.66,13490000
1122,0.547,0.0153,46,0,54,5,87,47,0.08,13500600
1123,0.3398,0.013,60,40,0,5,161,45,-0.24,13467700
1124,0.6343,0.0122,89,0,11,5,177,148,0.41,13522800
1125,0.5862,0.0106,5,80,15,5,157,55,-0.03,13518400
1126,0.4369,0.01,46,54,0,5,82,58,-0.14,13499900
1127,0.4706,0.0094,0,41,59,5,116,32,0.05,13507100
1128,0.4053,0.0092,31,49,21,5,43,10,-0.05,13500000
1129,0.5217,0.0092,43,46,11,5,83,39,0.11,13515100
1130,0.3916,0.0088,20,16,64,5,154,44,-0.11,13500800
1131,0.2943,0.0083,6,0,94,5,155,62,-0.06,13492300
1132,0.3585,0.0083,22,53,25,5,150,80,0.05,13499100
1133,-0.2362,0.0111,100,0,0,5,250,63,-0.73,13400100
1134,0.0545,0.0121,43,56,1,5,110,50,0.25,13433100
1135,-0.1359,0.0149,53,36,12,5,210,69,-0.46,13370700
1136,0.1293,0.015,64,24,12,5,154,114,0.34,13416000
1137,0.2172,0.0144,24,49,27,5,111,89,0.09,13428700
1138,0.2009,0.0149,20,35,46,5,92,31,-0.07,13419100
1139,0.3007,0.0149,7,93,0,5,69,18,0.12,13434900
