Id,BBPB,BBW,CBSP,CLSP,CUSP,IIN,TC,V,PCP,CP
1140,0.2276,0.0135,50,50,0,5,165,30,-0.13,13417300
1141,0.1831,0.014,6,11,83,5,63,13,-0.11,13402700
1142,0.2656,0.0141,44,12,43,5,132,147,0.08,13413600
1143,0.1847,0.0147,31,51,18,5,83,115,-0.16,13391900
1144,0.3811,0.014,43,38,19,5,107,60,0.26,13427000
1145,0.3324,0.0134,6,0,94,5,95,38,-0.1,13414100
1146,0.2637,0.0131,90,8,2,5,93,54,-0.12,13397400
1147,0.3545,0.0124,96,4,0,5,31,38,0.09,13410000
1148,0.5738,0.0116,71,29,0,5,99,89,0.24,13442800
1149,0.6627,0.0102,25,45,30,5,127,65,0.06,13450300
1150,0.6705,0.009,21,33,46,5,76,74,-0.03,13445900
1151,0.8587,0.0082,38,16,46,5,81,31,0.13,13463300
1152,0.8771,0.0068,32,10,58,5,91,116,-0.05,13456100
1153,0.8347,0.007,2,8,90,5,84,48,0,13455800
1154,0.5846,0.007,60,10,30,5,49,17,-0.17,13432400
1155,0.4136,0.0059,82,0,18,5,78,43,-0.09,13420100
1156,0.4034,0.0059,6,93,1,5,54,128,0,13419500
1157,0.2068,0.0061,65,11,24,5,67,27,-0.13,13401700
1158,0.2246,0.0063,1,8,91,5,90,37,0,13401600
1159,0.2455,0.0065,3,1,97,5,75,58,0,13401200
1160,0.2614,0.0066,75,9,16,5,75,26,0,13401300
1161,0.0601,0.0071,82,0,18,5,75,32,-0.16,13379600
1162,0.3323,0.0071,11,48,41,5,61,45,0.19,13404800
1163,0.2412,0.007,1,8,91,5,26,11,-0.06,13396600
1164,0.3863,0.0071,72,12,15,5,82,37,0.1,13409400
1165,0.4428,0.0071,20,52,27,5,57,37,0.04,13414800
1166,0.3244,0.007,11,58,32,5,100,90,-0.08,13404100
1167,0.3724,0.007,51,0,49,5,66,29,0.03,13408500
1168,0.5268,0.0068,50,35,15,5,54,12,0.1,13421900
1169,0.3807,0.0065,0,62,38,5,146,82,-0.11,13406800
1170,0.151,0.0066,44,41,14,5,159,188,-0.18,13383300
1171,0.4981,0.0057,36,45,19,5,122,112,0.21,13411400
1172,0.5074,0.0048,4,78,17,5,119,54,-0.01,13409700
1173,0.6426,0.0036,10,81,9,5,101,41,0.03,13414000
1174,0.1812,0.0033,63,18,18,5,114,50,-0.17,13391000
1175,0.1978,0.0033,98,2,0,5,72,67,0,13390400
1176,0.4161,0.0031,14,68,18,5,173,55,0.06,13399100
1177,-0.1289,0.0038,35,36,29,5,106,71,-0.22,13369200
1178,-0.0171,0.0043,62,35,3,5,113,92,0,13369700
1179,-0.15,0.0053,100,0,0,5,99,65,-0.14,13350400
1180,0.0147,0.0059,65,35,0,5,147,34,0.04,13355900
1181,0.1994,0.0061,67,32,1,5,63,31,0.1,13369500
1182,0.4489,0.0061,98,0,2,5,123,47,0.15,13389100
1183,0.4197,0.0061,11,89,0,5,38,38,-0.02,13386200
1184,0.4602,0.006,8,38,54,5,103,89,0.02,13388500
1185,0.4845,0.0057,2,7,91,5,65,168,0.01,13389200
1186,0.2727,0.0058,37,42,21,5,105,46,-0.14,13371100
1187,0.227,0.0058,19,36,45,5,95,144,-0.04,13365300
1188,0.1645,0.0056,53,12,35,5,114,23,-0.05,13358400
1189,-0.502,0.0136,81,10,9,5,808,388,-1.26,13190700
1190,-0.1631,0.0171,81,0,19,5,425,77,0.17,13212600
1191,0.0631,0.0183,75,25,0,5,227,49,0.28,13249000
1192,0.0855,0.0194,56,32,11,5,120,51,-0.07,13240000
1193,-0.0967,0.0226,90,4,6,5,263,141,-0.64,13154800
1194,0.0909,0.024,71,29,0,5,189,61,0.3,13193700
1195,0.2123,0.0245,65,21,14,5,111,47,0.22,13222500
1196,0.2728,0.0243,1,53,46,5,202,84,0.09,13234400
1197,0.3298,0.0243,52,48,0,5,78,41,0.09,13246900
1198,0.3605,0.024,19,63,18,5,98,27,0.03,13251400
1199,0.3925,0.0239,29,71,0,5,53,15,0.04,13257200
1200,0.4348,0.0235,43,52,4,5,75,21,0.07,13266500
1201,0.443,0.0228,43,57,0,5,71,98,-0.02,13264300
1202,0.4193,0.0217,46,2,52,5,88,26,-0.1,13251500
1203,0.4244,0.0203,22,0,78,5,88,37,-0.03,13247400
1204,0.2679,0.019,67,27,6,5,160,88,-0.36,13200000
1205,0.3464,0.0168,51,0,49,5,98,24,0.12,13215400
1206,0.4057,0.0146,6,93,1,5,72,34,0.07,13224000
1207,0.4349,0.0119,100,0,0,5,50,16,0.01,13225000
1208,0.688,0.0085,76,21,3,5,63,10,0.2,13251000
1209,0.7234,0.0082,64,11,26,5,92,17,0.05,13257500
1210,0.989,0.009,84,16,0,5,143,37,0.29,13295900
1211,1.0407,0.0104,76,21,3,5,99,54,0.14,13314900
1212,0.8913,0.0111,48,15,37,5,116,49,-0.1,13301300
1213,0.9271,0.01,56,1,44,5,89,42,0.05,13308200
1214,0.8547,0.0097,41,9,50,5,112,95,-0.04,13302600
1215,1.0544,0.0109,62,20,19,5,144,53,0.31,13343400
1216,1.0632,0.0126,61,39,0,5,121,52,0.15,13363300
1217,1.0037,0.0141,49,51,0,5,116,22,0.05,13369500
1218,0.6845,0.0142,68,1,31,5,181,184,-0.42,13313300
1219,0.8765,0.015,88,5,7,5,106,17,0.34,13358700
1220,0.7049,0.0152,44,15,41,5,89,62,-0.23,13328200
1221,0.6199,0.0152,41,37,22,5,88,23,-0.11,13313500
1222,0.6113,0.0151,39,12,50,5,81,71,0.01,13314700
1223,0.6101,0.0148,25,1,74,5,89,37,0.02,13317600
1224,0.706,0.0135,43,0,57,5,83,48,0.17,13339900
1225,0.5872,0.0121,42,7,51,5,76,53,-0.13,13322300
1226,0.5116,0.0106,44,1,55,5,115,50,-0.06,13314400
1227,0.4309,0.0088,11,57,32,5,118,36,-0.04,13308900
1228,0.0129,0.0084,100,0,0,5,73,46,-0.34,13263300
1229,-0.097,0.0087,92,8,0,5,128,31,-0.12,13248000
1230,-0.1712,0.0109,51,34,15,5,132,53,-0.24,13215900
1231,-0.0056,0.0123,33,65,2,5,115,31,0.08,13226000
1232,0.2146,0.0127,70,15,15,5,96,50,0.24,13258200
1233,0.1969,0.0132,52,3,45,5,78,95,-0.06,13250200
1234,0.2011,0.0138,44,56,0,5,116,64,-0.03,13246000
1235,0.5577,0.0135,80,15,5,5,120,28,0.48,13309400
1236,0.4877,0.0127,13,14,73,5,101,71,-0.12,13293500
1237,0.5637,0.0117,5,75,20,5,70,58,0.06,13302100
1238,0.2533,0.0119,61,0,39,5,67,80,-0.39,13250000
1239,0.4197,0.0109,73,11,16,5,44,3,0.17,13273100
1240,0.3157,0.0107,49,27,24,5,38,5,-0.14,13255000
1241,0.2452,0.0107,68,0,32,5,95,48,-0.1,13241200
1242,0.5005,0.0104,22,27,50,5,54,30,0.26,13275600
1243,0.4877,0.01,63,34,3,5,101,34,-0.03,13271600
1244,0.6335,0.0089,1,95,4,5,51,56,0.11,13286400
1245,0.5738,0.0082,42,21,37,5,64,62,-0.08,13276300
1246,0.9142,0.0082,79,20,1,5,128,153,0.28,13313200
1247,1.0567,0.0089,71,0,29,5,181,99,0.17,13335600
1248,0.9602,0.0099,7,14,80,5,168,127,-0.02,13333200
1249,0.7332,0.0099,50,0,50,5,137,92,-0.2,13306700
1250,0.941,0.0099,98,1,1,5,89,20,0.25,13339900
1251,0.9001,0.0097,38,60,1,5,91,54,0,13339600
1252,0.4955,0.0095,99,1,1,5,100,46,-0.38,13288800
1253,0.5373,0.0091,24,0,76,5,57,13,0.06,13296200
1254,0.8119,0.0089,52,48,0,5,89,57,0.28,13333100
1255,0.7649,0.0092,29,38,33,5,37,14,-0.03,13329300
1256,0.8265,0.0096,50,42,8,5,55,9,0.09,13341100
1257,0.7719,0.0099,11,81,8,5,44,10,-0.03,13337000
1258,0.6246,0.0093,66,0,34,5,93,48,-0.13,13320100
1259,0.4968,0.0091,25,54,21,5,124,55,-0.11,13305900
1260,0.4744,0.0083,5,95,0,5,67,69,0,13306000
1261,0.5083,0.0069,21,74,5,5,71,15,0.05,13313200
1262,0.285,0.0066,18,41,42,5,89,17,-0.14,13294600
1263,0.2427,0.0061,4,49,47,5,103,34,-0.01,13293700
1264,-0.2797,0.0082,95,5,0,5,185,54,-0.51,13226000
1265,0.0255,0.0087,26,28,46,5,134,39,0.22,13255200
1266,-0.0471,0.0101,69,10,21,5,66,47,-0.17,13232800
1267,0.1588,0.0104,1,59,40,5,85,30,0.17,13255000
1268,0.2156,0.0106,26,0,74,5,39,55,0.03,13258600
1269,0.1111,0.0113,80,0,20,5,49,26,-0.17,13236600
1270,0.1072,0.0117,49,1,50,5,87,71,-0.06,13228600
1271,0.4237,0.0112,90,0,10,5,116,69,0.35,13275000
1272,0.426,0.0112,16,63,21,5,75,72,0,13274600
1273,0.2489,0.0115,66,34,0,5,47,117,-0.23,13244700
1274,0.2735,0.0112,19,37,45,5,98,109,0,13244900
1275,0.3571,0.0108,7,92,1,5,72,19,0.07,13254500
1276,0.2066,0.0101,95,5,0,5,71,30,-0.18,13230000
1277,0.5193,0.009,100,0,0,5,106,24,0.29,13268200
1278,0.3668,0.0082,99,1,0,5,54,66,-0.15,13247800
1279,0.6966,0.0078,98,0,2,5,114,26,0.25,13281300
1280,0.6789,0.0072,41,59,0,5,49,12,-0.03,13276700
1281,0.4078,0.0062,85,15,0,5,54,34,-0.21,13248800
1282,0.6472,0.0057,76,24,0,5,95,67,0.13,13266000
1283,0.8545,0.0053,36,47,17,5,72,32,0.1,13279000
1284,0.4898,0.0049,41,12,47,5,31,12,-0.18,13255000
1285,0.4943,0.0049,1,0,99,5,44,51,0,13255300
1286,0.3791,0.0047,25,1,75,5,64,52,-0.05,13249000
1287,0.834,0.0049,74,26,0,5,49,20,0.23,13279400
1288,0.7335,0.005,17,83,0,5,53,104,-0.04,13274000
1289,0.5207,0.0048,41,27,32,5,57,33,-0.1,13261000
1290,0.8745,0.0045,86,0,14,5,61,21,0.18,13285100
1291,0.6516,0.0045,12,71,17,5,25,47,-0.1,13271400
1292,1.096,0.0053,65,17,18,5,127,63,0.26,13305700
1293,1.1963,0.0067,48,15,38,5,133,38,0.18,13329600
1294,0.9875,0.0072,38,2,60,5,62,77,-0.08,13318500
1295,1.0065,0.008,74,11,15,5,36,72,0.08,13329600
1296,0.8297,0.0078,21,35,44,5,66,49,-0.12,13313700
1297,0.871,0.0082,30,53,17,5,74,20,0.07,13322900
1298,0.8333,0.0082,1,98,1,5,69,33,0,13322700
1299,0.603,0.0083,98,1,1,5,63,16,-0.18,13298400
1300,0.4745,0.0082,24,42,34,5,167,72,-0.1,13284700
1301,0.3542,0.0079,22,50,28,5,76,22,-0.08,13273500
1302,0.5035,0.0077,34,21,45,5,140,68,0.13,13290300
1303,0.7785,0.0079,40,7,53,5,132,111,0.23,13321400
1304,1.0148,0.0085,49,22,30,5,177,50,0.25,13355300
1305,0.9552,0.0088,2,64,35,5,126,31,0,13355400
1306,0.1543,0.0084,85,2,13,5,155,64,-0.68,13264000
1307,-0.0579,0.0096,99,1,0,5,123,38,-0.27,13228700
1308,0.1472,0.01,22,74,4,5,61,29,0.18,13252200
1309,0.2729,0.0099,19,26,55,5,114,37,0.13,13269800
1310,0.341,0.0099,25,27,47,5,51,4,0.06,13278300
1311,0.2764,0.01,28,23,48,5,23,5,-0.07,13269600
1312,0.6404,0.01,44,56,0,5,62,24,0.37,13318600
1313,0.7099,0.01,58,24,18,5,40,12,0.07,13327700
1314,0.4865,0.0099,16,26,58,5,25,8,-0.23,13296900
1315,0.4988,0.0097,87,0,13,5,36,41,0,13296900
1316,0.5284,0.0096,50,44,6,5,60,14,0.02,13300000
1317,0.3213,0.0096,38,62,0,5,108,35,-0.22,13271000
1318,0.3487,0.0095,3,81,16,5,70,27,0.01,13272200
1319,0.1406,0.01,99,1,0,5,32,35,-0.24,13240500
1320,0.5808,0.01,69,0,31,5,89,65,0.45,13299900
1321,0.5726,0.01,15,85,0,5,48,17,0,13300100
1322,0.5681,0.01,0,29,71,5,75,35,0,13300000
1323,0.5421,0.0098,45,55,0,5,55,43,-0.04,13295100
1324,0.4815,0.0087,16,45,38,5,130,20,-0.08,13283900
1325,0.6825,0.0074,45,52,3,5,95,44,0.13,13301200
1326,0.833,0.0076,52,47,1,5,139,32,0.14,13319800
1327,0.8963,0.007,18,55,27,5,89,22,0.06,13327800
1328,0.8087,0.0067,13,45,42,5,77,30,-0.04,13322100
1329,0.5805,0.0065,88,0,12,5,83,35,-0.14,13303200
1330,0.6982,0.0065,44,0,56,5,67,24,0.09,13315200
1331,0.7896,0.0064,40,52,8,5,66,26,0.08,13325600
1332,0.6344,0.0063,25,1,74,5,90,38,-0.1,13311900
1333,0.5749,0.0061,19,69,11,5,90,132,-0.05,13305500
1334,0.3501,0.0061,8,1,91,5,82,31,-0.14,13286700
1335,0.1237,0.0065,61,6,33,5,47,34,-0.17,13264600
1336,0.1596,0.0069,3,0,97,5,50,31,0,13264400
1337,-0.0171,0.0076,65,5,30,5,207,56,-0.17,13242000
1338,0.0236,0.0083,7,0,93,5,69,22,-0.01,13240200
1339,0.0249,0.0083,100,0,0,5,48,16,0,13240300
1340,0.2681,0.0084,30,52,18,5,45,15,0.18,13264700
1341,0.2754,0.0086,49,46,5,5,72,27,-0.01,13263200
1342,0.3199,0.0087,7,48,45,5,162,37,0.02,13266400
1343,0.1503,0.0092,54,4,42,5,106,42,-0.18,13242000
1344,0.2394,0.0094,23,1,76,5,55,13,0.06,13250200
1345,0.3747,0.0094,70,0,30,5,39,17,0.11,13265400
1346,0.4681,0.009,71,29,0,5,57,14,0.07,13275000
1347,0.4467,0.0084,48,0,52,5,28,17,-0.04,13270000
1348,0.4631,0.0078,4,94,3,5,58,50,0,13269500
1349,0.7148,0.0076,56,34,10,5,83,65,0.19,13294600
1350,0.4064,0.0071,65,0,35,5,70,43,-0.25,13261400
1351,0.2055,0.0062,84,5,11,5,66,30,-0.15,13241900
1352,0.549,0.0053,50,20,30,5,134,91,0.19,13267200
1353,0.3052,0.0045,25,44,31,5,67,21,-0.13,13249300
1354,0.5811,0.0042,39,54,7,5,84,127,0.11,13264300
1355,1.3247,0.0063,85,14,1,5,175,65,0.51,13332500
1356,1.1484,0.0079,5,61,34,5,60,28,0.02,13334500
1357,0.9729,0.0085,28,71,1,5,69,23,-0.08,13324400
1358,1.0034,0.0093,42,58,1,5,49,14,0.1,13338000
1359,0.9208,0.0097,9,90,1,5,87,18,-0.02,13334900
1360,0.4985,0.0097,62,0,38,5,136,31,-0.4,13281100
1361,0.4975,0.0096,4,0,96,5,60,42,0.01,13281900
1362,0.4464,0.0095,22,0,78,5,65,147,-0.05,13275900
1363,0.622,0.0092,63,30,7,5,36,16,0.19,13300500
1364,0.4387,0.0089,38,12,50,5,19,56,-0.15,13279900
1365,0.413,0.0088,11,0,89,5,26,126,-0.02,13277600
1366,0.3601,0.0088,66,30,4,5,49,25,-0.05,13271200
1367,0.6188,0.0088,86,0,14,5,96,108,0.24,13303000
1368,0.466,0.0087,38,48,14,5,100,46,-0.13,13286100
1369,0.3416,0.0087,73,26,1,5,51,21,-0.12,13270400
1370,0.3147,0.0087,12,12,76,5,68,70,-0.02,13267800
1371,0.0193,0.0089,75,2,24,5,151,31,-0.27,13231500
1372,0.1013,0.0095,16,29,55,5,81,26,0.04,13236900
1373,0.1374,0.0097,71,1,28,5,39,13,0.02,13240100
1374,0.1002,0.0102,56,0,44,5,12,5,-0.07,13230500
1375,0.092,0.0105,28,10,63,5,57,21,-0.06,13222700
1376,0.1095,0.0105,11,33,56,5,84,37,-0.02,13219500
1377,0.0951,0.0106,5,1,94,5,57,190,-0.06,13211000
1378,0.116,0.0101,4,0,96,5,64,98,-0.01,13210200
1379,0.2316,0.009,9,91,0,5,49,41,0.1,13224000
1380,0.0892,0.0096,42,0,58,5,118,87,-0.18,13200000
1381,0.1497,0.0099,100,0,0,5,48,19,0.02,13202300
1382,0.1706,0.0101,15,0,85,5,56,27,-0.02,13200000
1383,0.1446,0.0099,23,35,42,5,55,11,-0.06,13192200
1384,0.3733,0.0096,44,42,14,5,39,43,0.21,13219800
1385,0.3461,0.0092,43,56,1,5,42,6,-0.04,13213900
1386,0.4737,0.0088,65,18,17,5,67,33,0.1,13227400
1387,0.5253,0.0072,15,84,1,5,63,82,0.01,13229200
1388,0.4356,0.006,19,16,65,5,48,17,-0.08,13218300
1389,0.7166,0.0051,97,0,3,5,30,42,0.14,13236300
1390,0.3399,0.004,66,0,34,5,92,37,-0.2,13210300
1391,0.8623,0.0042,100,0,0,5,27,19,0.22,13239100
1392,0.9011,0.0043,11,86,2,5,49,18,0.02,13242100
1393,0.8627,0.0043,6,94,0,5,48,21,-0.02,13239900
1394,0.6333,0.0042,28,72,0,5,37,14,-0.1,13226700
1395,0.2103,0.0044,78,0,22,5,57,17,-0.19,13201400
1396,0.1572,0.0046,20,0,80,5,36,41,-0.04,13196100
1397,0.6422,0.0046,28,72,0,5,53,32,0.23,13226500
1398,1.1278,0.0056,51,28,21,5,208,37,0.31,13267400
1399,1.4065,0.0101,84,1,15,5,309,50,0.61,13348400
1400,1.0877,0.0118,60,6,34,5,145,47,-0.17,13325100
1401,1.0303,0.0133,39,10,51,5,108,35,0.06,13333100
1402,1.0717,0.0153,77,23,0,5,136,58,0.23,13363600
1403,0.9731,0.0164,9,67,23,5,115,33,-0.03,13359100
1404,0.7249,0.0166,26,34,40,5,87,26,-0.37,13310100
1405,0.7381,0.0166,37,20,43,5,82,34,0.06,13318500
1406,0.7736,0.017,40,59,1,5,95,49,0.11,13332800
1407,0.6489,0.0169,6,53,41,5,65,8,-0.18,13308500
1408,0.6293,0.0165,8,9,83,5,283,115,0,13308000
1409,0.6064,0.0163,3,51,46,5,131,38,-0.01,13306200
1410,0.6319,0.0156,38,55,7,5,58,8,0.07,13315800
1411,0.4139,0.0153,58,25,17,5,148,41,-0.32,13272600
1412,0.4545,0.0149,73,2,25,5,56,50,0.08,13283100
1413,0.3559,0.0146,28,43,29,5,146,109,-0.13,13265400
1414,0.3405,0.014,0,69,30,5,145,126,0,13265600
1415,0.176,0.013,54,22,23,5,55,16,-0.18,13241200
1416,0.1827,0.0115,20,80,0,5,101,32,0.08,13251600
1417,0.3471,0.0104,60,38,3,5,61,22,0.23,13281700
1418,0.1955,0.0105,0,58,42,5,43,10,-0.16,13259800
1419,0.1348,0.0107,53,0,47,5,42,7,-0.11,13245500
1420,0.0345,0.0116,80,1,19,5,93,27,-0.19,13220200
1421,0.0204,0.0126,40,0,60,5,80,35,-0.11,13205700
1422,0.0941,0.0122,39,61,0,5,67,20,0.05,13212200
1423,0.0415,0.012,55,0,45,5,120,26,-0.12,13197000
1424,0.1191,0.0125,16,0,84,5,44,25,0.03,13201600
1425,0.2505,0.0122,77,9,14,5,53,39,0.13,13219200
1426,0.4222,0.0112,99,0,1,5,73,38,0.19,13243700
1427,0.2924,0.0108,89,9,2,5,56,26,-0.17,13221300
1428,0.3622,0.0101,40,0,60,5,47,19,0.05,13228500
1429,0.4256,0.0092,28,21,50,5,84,22,0.04,13234200
1430,0.4761,0.0077,63,0,37,5,117,99,0.02,13236900
1431,0.589,0.0074,33,12,56,5,53,13,0.07,13246800
1432,0.904,0.0072,46,12,43,5,104,83,0.22,13276500
1433,0.9914,0.0078,43,3,55,5,86,23,0.1,13289900
1434,1.0244,0.0087,13,87,0,5,93,14,0.08,13301000
1435,0.9375,0.0095,91,0,9,5,90,11,-0.02,13298500
1436,0.7406,0.0097,17,76,7,5,128,87,-0.17,13275700
1437,0.8145,0.0098,64,7,29,5,32,7,0.08,13285700
1438,0.4925,0.0097,76,24,0,5,96,58,-0.32,13243200
1439,0.5766,0.0097,36,44,20,5,97,34,0.09,13254500
1440,0.5456,0.0096,13,55,31,5,67,35,-0.02,13252000
1441,0.5854,0.0092,35,65,0,5,98,70,0.06,13259300
1442,0.8247,0.0093,67,21,12,5,88,15,0.25,13292800
1443,0.485,0.0084,98,2,0,5,70,22,-0.29,13254100
1444,0.6477,0.0076,53,36,11,5,51,13,0.15,13274300
1445,1.1085,0.0085,70,29,1,5,223,106,0.45,13334000
1446,0.7711,0.0087,58,38,4,5,86,47,-0.26,13299100
1447,1.0285,0.0092,96,0,4,5,119,78,0.29,13338300
1448,0.8555,0.0091,85,0,15,5,105,68,-0.13,13321600
1449,0.7988,0.009,85,0,15,5,95,85,-0.03,13318200
1450,0.945,0.0092,100,0,0,5,80,130,0.18,13342200
1451,0.7231,0.0089,56,0,44,5,52,16,-0.18,13317900
1452,0.7041,0.009,1,0,99,5,63,66,0,13318000
1453,0.6873,0.0092,1,49,50,5,74,26,0,13317700
1454,0.5243,0.0091,64,3,32,5,72,18,-0.15,13297700
1455,0.5411,0.0092,38,13,50,5,48,27,0.02,13299800
1456,0.5966,0.0091,8,74,18,5,93,17,0.06,13308100
1457,0.367,0.0091,51,1,48,5,61,69,-0.21,13280000
1458,0.4699,0.0084,7,93,0,5,70,136,0.12,13295400
1459,0.3414,0.0079,46,5,49,5,51,21,-0.09,13283600
1460,0.4536,0.0071,19,81,0,5,66,70,0.11,13298100
1461,0.6335,0.0065,78,19,2,5,85,67,0.14,13317000
1462,0.5368,0.0065,36,38,25,5,52,42,-0.06,13309400
1463,0.1686,0.0057,31,49,20,5,74,22,-0.2,13282700
1464,0.2085,0.0054,18,14,68,5,134,31,0.04,13287500
1465,0.9138,0.0055,54,39,7,5,272,194,0.39,13338700
1466,-0.0544,0.0063,92,0,8,5,221,125,-0.59,13260000
1467,0.3918,0.006,49,14,38,5,234,77,0.27,13295900
1468,0.0539,0.0064,59,0,41,5,121,41,-0.24,13263600
1469,0.5826,0.0063,49,51,0,5,82,28,0.33,13308000
1470,0.3742,0.0057,28,57,16,5,92,33,-0.14,13288900
1471,0.1366,0.0059,31,2,66,5,52,20,-0.16,13267600
1472,0.419,0.0057,32,68,0,5,84,82,0.16,13288300
1473,0.0951,0.0059,76,0,24,5,121,70,-0.21,13260000
1474,0.1637,0.0061,82,8,9,5,64,22,0.02,13262300
1475,0.494,0.0061,69,31,0,5,67,27,0.2,13288700
1476,0.4617,0.006,12,41,47,5,59,25,-0.03,13285000
1477,1.1699,0.0075,84,16,0,5,145,144,0.56,13359000
1478,1.0097,0.0085,19,80,0,5,47,10,-0.05,13352500
1479,0.7982,0.0088,16,28,56,5,63,18,-0.15,13332200
1480,0.7745,0.0091,0,44,56,5,48,23,0,13332200
1481,0.7165,0.0092,54,46,0,5,66,45,-0.05,13325900
1482,0.5032,0.0092,78,3,19,5,56,15,-0.2,13299300
1483,0.5316,0.0091,15,0,85,5,56,21,0.03,13303800
1484,0.2303,0.0094,69,28,2,5,200,57,-0.29,13265300
1485,0.2978,0.0091,40,0,60,5,66,145,0.04,13271000
1486,0.4055,0.0088,32,0,68,5,66,20,0.11,13285700
1487,0.3013,0.009,51,4,45,5,115,91,-0.1,13271900
1488,0.3273,0.0088,35,15,50,5,38,92,0.03,13276000
1489,0.3626,0.0088,2,31,66,5,27,7,0.02,13278600
1490,0.4853,0.0088,67,0,33,5,54,65,0.11,13293200
1491,0.3636,0.0087,84,16,1,5,79,47,-0.1,13279800
1492,0.5164,0.0087,73,27,0,5,66,25,0.14,13297900
1493,0.4999,0.0083,23,77,0,5,24,10,0,13297900
1494,0.3162,0.008,18,10,72,5,108,96,-0.14,13279100
1495,0.3587,0.0081,22,0,78,5,65,95,0.03,13283300
1496,0.4211,0.008,27,54,19,5,65,73,0.05,13290300
1497,0.1523,0.0073,99,1,0,5,73,60,-0.23,13260200
1498,0.2249,0.0062,71,27,2,5,77,30,0.05,13266700
1499,0.3995,0.0055,46,29,25,5,57,20,0.1,13279500
1500,0.3676,0.0046,36,43,22,5,51,29,-0.03,13276000
1501,0.5187,0.0036,40,17,43,5,54,21,0.05,13282800
1502,0.5106,0.0034,8,1,92,5,66,16,-0.01,13281500
1503,0.0641,0.0032,99,0,0,5,96,28,-0.16,13260100
1504,0.2839,0.0032,7,93,0,5,85,133,0.07,13270000
1505,0.1535,0.0033,28,3,70,5,83,36,-0.05,13263600
1506,-0.1394,0.004,61,5,34,5,82,29,-0.16,13242500
1507,0.2928,0.0041,48,48,4,5,122,23,0.17,13265000
1508,0.2356,0.0042,13,59,28,5,47,18,-0.03,13260700
1509,0.2402,0.0043,55,0,45,5,53,15,-0.01,13259600
